Feature ID,Taxon,Confidence
d94e2dd450791f6d1ca7dce94b799b25,Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Eupelagonemidae;Eupelagonemidae_X;Eupelagonemidae_X_sp.;,1
b83efec3a03da8d797d3745ae84d46b0,Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22_X;Dino-Group-II-Clade-22_X_sp.;,0.991858102
121dd4be2523db0fe5ccfee72613d5bd,Eukaryota;Obazoa;Opisthokonta;Metazoa,0.955180288
2ecd9a635c3853736524dc58f3f0bfc2,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiophyceae_Clade_D;Prymnesiophyceae_Clade_D_X;Prymnesiophyceae_Clade_D_XX;Prymnesiophyceae_Clade_D_XX_sp.;,0.999999952
011a064e521ed93161bce7cc51caf891,Eukaryota;TSAR;Alveolata,0.985176448
9075f906e8566254892ac0a57fa130f9,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Acrocalanus;Acrocalanus_gracilis;,0.958502522
ba12712d1e1cd9fe74d32f8863a03660,Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Eupelagonemidae;Eupelagonemidae_X;Eupelagonemidae_X_sp.;,0.999999998
aa25737d4dd0a73e79bca86bff9f49c8,Eukaryota;Obazoa;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Ctenophora_XXX;Ctenophora_XXX_sp.;,0.981225519
f10108c191d3f20d3b0c19a39d2350dd,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus,0.998765239
c6d5d1b4ff807096d2fcf2d547de0c0e,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Corycaeus;Corycaeus_speciosus;,0.999901011
3167e3f7e7797a1c913ae20351471667,Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis_rufescens;,0.997236493
b9c7376a610046df325cad88465dacc8,Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira,0.905386204
